GeoFips,GeoName,LineCode,IndustryName
19000,Iowa,79,Real GDP by state: Accommodation and food services (72)
19000,Iowa,82,Real GDP by state: Other services (except government and government enterprises) (81)
19000,Iowa,83,Real GDP by state: Government and government enterprises (92)
19000,Iowa,84,Real GDP by state: Federal civilian
19000,Iowa,85,Real GDP by state: Military
19000,Iowa,86,Real GDP by state: State and local
20000,Kansas,1,Real GDP by state: All industry total
20000,Kansas,10,Real GDP by state: Utilities (22)
20000,Kansas,11,Real GDP by state: Construction (23)
20000,Kansas,12,Real GDP by state: Manufacturing (31-33)
20000,Kansas,13,"Real GDP by state: Durable goods manufacturing (321,327-339)"
20000,Kansas,2,Real GDP by state: Private industries
20000,Kansas,25,"Real GDP by state: Nondurable goods manufacturing (311-316,322-326)"
20000,Kansas,3,"Real GDP by state: Agriculture, forestry, fishing and hunting (11)"
20000,Kansas,34,Real GDP by state: Wholesale trade (42)
20000,Kansas,35,Real GDP by state: Retail trade (44-45)
20000,Kansas,36,Real GDP by state: Transportation and warehousing (48-49)
20000,Kansas,45,Real GDP by state: Information (51)
20000,Kansas,51,Real GDP by state: Finance and insurance (52)
20000,Kansas,56,Real GDP by state: Real estate and rental and leasing (53)
20000,Kansas,6,"Real GDP by state: Mining, quarrying, and oil and gas extraction (21)"
20000,Kansas,60,"Real GDP by state: Professional, scientific, and technical services (54)"
20000,Kansas,64,Real GDP by state: Management of companies and enterprises (55)
20000,Kansas,65,Real GDP by state: Administrative and support and waste management and remediation services (56)
20000,Kansas,69,Real GDP by state: Educational services (61)
20000,Kansas,70,Real GDP by state: Health care and social assistance (62)
20000,Kansas,76,"Real GDP by state: Arts, entertainment, and recreation (71)"
20000,Kansas,79,Real GDP by state: Accommodation and food services (72)
20000,Kansas,82,Real GDP by state: Other services (except government and government enterprises) (81)
20000,Kansas,83,Real GDP by state: Government and government enterprises (92)
20000,Kansas,84,Real GDP by state: Federal civilian
20000,Kansas,85,Real GDP by state: Military
20000,Kansas,86,Real GDP by state: State and local
21000,Kentucky,1,Real GDP by state: All industry total
21000,Kentucky,10,Real GDP by state: Utilities (22)
21000,Kentucky,11,Real GDP by state: Construction (23)
21000,Kentucky,12,Real GDP by state: Manufacturing (31-33)
21000,Kentucky,13,"Real GDP by state: Durable goods manufacturing (321,327-339)"
21000,Kentucky,2,Real GDP by state: Private industries
21000,Kentucky,25,"Real GDP by state: Nondurable goods manufacturing (311-316,322-326)"
21000,Kentucky,3,"Real GDP by state: Agriculture, forestry, fishing and hunting (11)"
21000,Kentucky,34,Real GDP by state: Wholesale trade (42)
21000,Kentucky,35,Real GDP by state: Retail trade (44-45)
21000,Kentucky,36,Real GDP by state: Transportation and warehousing (48-49)
21000,Kentucky,45,Real GDP by state: Information (51)
21000,Kentucky,51,Real GDP by state: Finance and insurance (52)
21000,Kentucky,56,Real GDP by state: Real estate and rental and leasing (53)
21000,Kentucky,6,"Real GDP by state: Mining, quarrying, and oil and gas extraction (21)"
21000,Kentucky,60,"Real GDP by state: Professional, scientific, and technical services (54)"
21000,Kentucky,64,Real GDP by state: Management of companies and enterprises (55)
21000,Kentucky,65,Real GDP by state: Administrative and support and waste management and remediation services (56)
21000,Kentucky,69,Real GDP by state: Educational services (61)
21000,Kentucky,70,Real GDP by state: Health care and social assistance (62)
21000,Kentucky,76,"Real GDP by state: Arts, entertainment, and recreation (71)"
21000,Kentucky,79,Real GDP by state: Accommodation and food services (72)
21000,Kentucky,82,Real GDP by state: Other services (except government and government enterprises) (81)
21000,Kentucky,83,Real GDP by state: Government and government enterprises (92)
21000,Kentucky,84,Real GDP by state: Federal civilian
21000,Kentucky,85,Real GDP by state: Military
21000,Kentucky,86,Real GDP by state: State and local
22000,Louisiana,1,Real GDP by state: All industry total
22000,Louisiana,10,Real GDP by state: Utilities (22)
22000,Louisiana,11,Real GDP by state: Construction (23)
22000,Louisiana,12,Real GDP by state: Manufacturing (31-33)
22000,Louisiana,13,"Real GDP by state: Durable goods manufacturing (321,327-339)"
22000,Louisiana,2,Real GDP by state: Private industries
22000,Louisiana,25,"Real GDP by state: Nondurable goods manufacturing (311-316,322-326)"
22000,Louisiana,3,"Real GDP by state: Agriculture, forestry, fishing and hunting (11)"
22000,Louisiana,34,Real GDP by state: Wholesale trade (42)
22000,Louisiana,35,Real GDP by state: Retail trade (44-45)
22000,Louisiana,36,Real GDP by state: Transportation and warehousing (48-49)
22000,Louisiana,45,Real GDP by state: Information (51)
22000,Louisiana,51,Real GDP by state: Finance and insurance (52)
22000,Louisiana,56,Real GDP by state: Real estate and rental and leasing (53)
22000,Louisiana,6,"Real GDP by state: Mining, quarrying, and oil and gas extraction (21)"
22000,Louisiana,60,"Real GDP by state: Professional, scientific, and technical services (54)"
22000,Louisiana,64,Real GDP by state: Management of companies and enterprises (55)
22000,Louisiana,65,Real GDP by state: Administrative and support and waste management and remediation services (56)
22000,Louisiana,69,Real GDP by state: Educational services (61)
22000,Louisiana,70,Real GDP by state: Health care and social assistance (62)
22000,Louisiana,76,"Real GDP by state: Arts, entertainment, and recreation (71)"
22000,Louisiana,79,Real GDP by state: Accommodation and food services (72)
22000,Louisiana,82,Real GDP by state: Other services (except government and government enterprises) (81)
22000,Louisiana,83,Real GDP by state: Government and government enterprises (92)
22000,Louisiana,84,Real GDP by state: Federal civilian
22000,Louisiana,85,Real GDP by state: Military
22000,Louisiana,86,Real GDP by state: State and local
23000,Maine,1,Real GDP by state: All industry total
23000,Maine,10,Real GDP by state: Utilities (22)
23000,Maine,11,Real GDP by state: Construction (23)
23000,Maine,12,Real GDP by state: Manufacturing (31-33)
23000,Maine,13,"Real GDP by state: Durable goods manufacturing (321,327-339)"
23000,Maine,2,Real GDP by state: Private industries
23000,Maine,25,"Real GDP by state: Nondurable goods manufacturing (311-316,322-326)"
23000,Maine,3,"Real GDP by state: Agriculture, forestry, fishing and hunting (11)"
23000,Maine,34,Real GDP by state: Wholesale trade (42)
23000,Maine,35,Real GDP by state: Retail trade (44-45)
23000,Maine,36,Real GDP by state: Transportation and warehousing (48-49)
23000,Maine,45,Real GDP by state: Information (51)
23000,Maine,51,Real GDP by state: Finance and insurance (52)
23000,Maine,56,Real GDP by state: Real estate and rental and leasing (53)
23000,Maine,6,"Real GDP by state: Mining, quarrying, and oil and gas extraction (21)"
23000,Maine,60,"Real GDP by state: Professional, scientific, and technical services (54)"
23000,Maine,64,Real GDP by state: Management of companies and enterprises (55)
23000,Maine,65,Real GDP by state: Administrative and support and waste management and remediation services (56)
23000,Maine,69,Real GDP by state: Educational services (61)
23000,Maine,70,Real GDP by state: Health care and social assistance (62)
23000,Maine,76,"Real GDP by state: Arts, entertainment, and recreation (71)"
23000,Maine,79,Real GDP by state: Accommodation and food services (72)
23000,Maine,82,Real GDP by state: Other services (except government and government enterprises) (81)
23000,Maine,83,Real GDP by state: Government and government enterprises (92)
23000,Maine,84,Real GDP by state: Federal civilian
23000,Maine,85,Real GDP by state: Military
23000,Maine,86,Real GDP by state: State and local
24000,Maryland,1,Real GDP by state: All industry total
24000,Maryland,10,Real GDP by state: Utilities (22)
24000,Maryland,11,Real GDP by state: Construction (23)
24000,Maryland,12,Real GDP by state: Manufacturing (31-33)
24000,Maryland,13,"Real GDP by state: Durable goods manufacturing (321,327-339)"
24000,Maryland,2,Real GDP by state: Private industries
24000,Maryland,25,"Real GDP by state: Nondurable goods manufacturing (311-316,322-326)"
24000,Maryland,3,"Real GDP by state: Agriculture, forestry, fishing and hunting (11)"
24000,Maryland,34,Real GDP by state: Wholesale trade (42)
24000,Maryland,35,Real GDP by state: Retail trade (44-45)
24000,Maryland,36,Real GDP by state: Transportation and warehousing (48-49)
24000,Maryland,45,Real GDP by state: Information (51)
24000,Maryland,51,Real GDP by state: Finance and insurance (52)
24000,Maryland,56,Real GDP by state: Real estate and rental and leasing (53)
24000,Maryland,6,"Real GDP by state: Mining, quarrying, and oil and gas extraction (21)"
24000,Maryland,60,"Real GDP by state: Professional, scientific, and technical services (54)"
24000,Maryland,64,Real GDP by state: Management of companies and enterprises (55)
24000,Maryland,65,Real GDP by state: Administrative and support and waste management and remediation services (56)
24000,Maryland,69,Real GDP by state: Educational services (61)
24000,Maryland,70,Real GDP by state: Health care and social assistance (62)
24000,Maryland,76,"Real GDP by state: Arts, entertainment, and recreation (71)"
24000,Maryland,79,Real GDP by state: Accommodation and food services (72)
24000,Maryland,82,Real GDP by state: Other services (except government and government enterprises) (81)
24000,Maryland,83,Real GDP by state: Government and government enterprises (92)
24000,Maryland,84,Real GDP by state: Federal civilian
24000,Maryland,85,Real GDP by state: Military
24000,Maryland,86,Real GDP by state: State and local
25000,Massachusetts,1,Real GDP by state: All industry total
25000,Massachusetts,10,Real GDP by state: Utilities (22)
25000,Massachusetts,11,Real GDP by state: Construction (23)
25000,Massachusetts,12,Real GDP by state: Manufacturing (31-33)
25000,Massachusetts,13,"Real GDP by state: Durable goods manufacturing (321,327-339)"
25000,Massachusetts,2,Real GDP by state: Private industries
25000,Massachusetts,25,"Real GDP by state: Nondurable goods manufacturing (311-316,322-326)"
25000,Massachusetts,3,"Real GDP by state: Agriculture, forestry, fishing and hunting (11)"
25000,Massachusetts,34,Real GDP by state: Wholesale trade (42)
25000,Massachusetts,35,Real GDP by state: Retail trade (44-45)
25000,Massachusetts,36,Real GDP by state: Transportation and warehousing (48-49)
25000,Massachusetts,45,Real GDP by state: Information (51)
25000,Massachusetts,51,Real GDP by state: Finance and insurance (52)
25000,Massachusetts,56,Real GDP by state: Real estate and rental and leasing (53)
25000,Massachusetts,6,"Real GDP by state: Mining, quarrying, and oil and gas extraction (21)"
25000,Massachusetts,60,"Real GDP by state: Professional, scientific, and technical services (54)"
25000,Massachusetts,64,Real GDP by state: Management of companies and enterprises (55)
25000,Massachusetts,65,Real GDP by state: Administrative and support and waste management and remediation services (56)
25000,Massachusetts,69,Real GDP by state: Educational services (61)
25000,Massachusetts,70,Real GDP by state: Health care and social assistance (62)
25000,Massachusetts,76,"Real GDP by state: Arts, entertainment, and recreation (71)"
25000,Massachusetts,79,Real GDP by state: Accommodation and food services (72)
25000,Massachusetts,82,Real GDP by state: Other services (except government and government enterprises) (81)
25000,Massachusetts,83,Real GDP by state: Government and government enterprises (92)
25000,Massachusetts,84,Real GDP by state: Federal civilian
25000,Massachusetts,85,Real GDP by state: Military
25000,Massachusetts,86,Real GDP by state: State and local
26000,Michigan,1,Real GDP by state: All industry total
26000,Michigan,10,Real GDP by state: Utilities (22)
26000,Michigan,11,Real GDP by state: Construction (23)
26000,Michigan,12,Real GDP by state: Manufacturing (31-33)
26000,Michigan,13,"Real GDP by state: Durable goods manufacturing (321,327-339)"
26000,Michigan,2,Real GDP by state: Private industries
26000,Michigan,25,"Real GDP by state: Nondurable goods manufacturing (311-316,322-326)"
26000,Michigan,3,"Real GDP by state: Agriculture, forestry, fishing and hunting (11)"
26000,Michigan,34,Real GDP by state: Wholesale trade (42)
26000,Michigan,35,Real GDP by state: Retail trade (44-45)
26000,Michigan,36,Real GDP by state: Transportation and warehousing (48-49)
26000,Michigan,45,Real GDP by state: Information (51)
26000,Michigan,51,Real GDP by state: Finance and insurance (52)
26000,Michigan,56,Real GDP by state: Real estate and rental and leasing (53)
26000,Michigan,6,"Real GDP by state: Mining, quarrying, and oil and gas extraction (21)"
26000,Michigan,60,"Real GDP by state: Professional, scientific, and technical services (54)"
26000,Michigan,64,Real GDP by state: Management of companies and enterprises (55)
26000,Michigan,65,Real GDP by state: Administrative and support and waste management and remediation services (56)
26000,Michigan,69,Real GDP by state: Educational services (61)
26000,Michigan,70,Real GDP by state: Health care and social assistance (62)
26000,Michigan,76,"Real GDP by state: Arts, entertainment, and recreation (71)"
26000,Michigan,79,Real GDP by state: Accommodation and food services (72)
26000,Michigan,82,Real GDP by state: Other services (except government and government enterprises) (81)
26000,Michigan,83,Real GDP by state: Government and government enterprises (92)
26000,Michigan,84,Real GDP by state: Federal civilian
26000,Michigan,85,Real GDP by state: Military
26000,Michigan,86,Real GDP by state: State and local
27000,Minnesota,1,Real GDP by state: All industry total
27000,Minnesota,10,Real GDP by state: Utilities (22)
27000,Minnesota,11,Real GDP by state: Construction (23)
27000,Minnesota,12,Real GDP by state: Manufacturing (31-33)
27000,Minnesota,13,"Real GDP by state: Durable goods manufacturing (321,327-339)"
27000,Minnesota,2,Real GDP by state: Private industries
27000,Minnesota,25,"Real GDP by state: Nondurable goods manufacturing (311-316,322-326)"
27000,Minnesota,3,"Real GDP by state: Agriculture, forestry, fishing and hunting (11)"
27000,Minnesota,34,Real GDP by state: Wholesale trade (42)
27000,Minnesota,35,Real GDP by state: Retail trade (44-45)
27000,Minnesota,36,Real GDP by state: Transportation and warehousing (48-49)
27000,Minnesota,45,Real GDP by state: Information (51)
27000,Minnesota,51,Real GDP by state: Finance and insurance (52)
27000,Minnesota,56,Real GDP by state: Real estate and rental and leasing (53)
27000,Minnesota,6,"Real GDP by state: Mining, quarrying, and oil and gas extraction (21)"
27000,Minnesota,60,"Real GDP by state: Professional, scientific, and technical services (54)"
27000,Minnesota,64,Real GDP by state: Management of companies and enterprises (55)
27000,Minnesota,65,Real GDP by state: Administrative and support and waste management and remediation services (56)
27000,Minnesota,69,Real GDP by state: Educational services (61)
27000,Minnesota,70,Real GDP by state: Health care and social assistance (62)
27000,Minnesota,76,"Real GDP by state: Arts, entertainment, and recreation (71)"
27000,Minnesota,79,Real GDP by state: Accommodation and food services (72)
27000,Minnesota,82,Real GDP by state: Other services (except government and government enterprises) (81)
27000,Minnesota,83,Real GDP by state: Government and government enterprises (92)
27000,Minnesota,84,Real GDP by state: Federal civilian
27000,Minnesota,85,Real GDP by state: Military
27000,Minnesota,86,Real GDP by state: State and local
28000,Mississippi,1,Real GDP by state: All industry total
28000,Mississippi,10,Real GDP by state: Utilities (22)
28000,Mississippi,11,Real GDP by state: Construction (23)
28000,Mississippi,12,Real GDP by state: Manufacturing (31-33)
28000,Mississippi,13,"Real GDP by state: Durable goods manufacturing (321,327-339)"
28000,Mississippi,2,Real GDP by state: Private industries
28000,Mississippi,25,"Real GDP by state: Nondurable goods manufacturing (311-316,322-326)"
28000,Mississippi,3,"Real GDP by state: Agriculture, forestry, fishing and hunting (11)"
28000,Mississippi,34,Real GDP by state: Wholesale trade (42)
28000,Mississippi,35,Real GDP by state: Retail trade (44-45)
28000,Mississippi,36,Real GDP by state: Transportation and warehousing (48-49)
28000,Mississippi,45,Real GDP by state: Information (51)
28000,Mississippi,51,Real GDP by state: Finance and insurance (52)
28000,Mississippi,56,Real GDP by state: Real estate and rental and leasing (53)
28000,Mississippi,6,"Real GDP by state: Mining, quarrying, and oil and gas extraction (21)"
28000,Mississippi,60,"Real GDP by state: Professional, scientific, and technical services (54)"
28000,Mississippi,64,Real GDP by state: Management of companies and enterprises (55)
28000,Mississippi,65,Real GDP by state: Administrative and support and waste management and remediation services (56)
28000,Mississippi,69,Real GDP by state: Educational services (61)
28000,Mississippi,70,Real GDP by state: Health care and social assistance (62)
28000,Mississippi,76,"Real GDP by state: Arts, entertainment, and recreation (71)"
28000,Mississippi,79,Real GDP by state: Accommodation and food services (72)
28000,Mississippi,82,Real GDP by state: Other services (except government and government enterprises) (81)
28000,Mississippi,83,Real GDP by state: Government and government enterprises (92)
28000,Mississippi,84,Real GDP by state: Federal civilian
28000,Mississippi,85,Real GDP by state: Military
28000,Mississippi,86,Real GDP by state: State and local
29000,Missouri,1,Real GDP by state: All industry total
29000,Missouri,10,Real GDP by state: Utilities (22)
29000,Missouri,11,Real GDP by state: Construction (23)
29000,Missouri,12,Real GDP by state: Manufacturing (31-33)
29000,Missouri,13,"Real GDP by state: Durable goods manufacturing (321,327-339)"
29000,Missouri,2,Real GDP by state: Private industries
29000,Missouri,25,"Real GDP by state: Nondurable goods manufacturing (311-316,322-326)"
29000,Missouri,3,"Real GDP by state: Agriculture, forestry, fishing and hunting (11)"
29000,Missouri,34,Real GDP by state: Wholesale trade (42)
29000,Missouri,35,Real GDP by state: Retail trade (44-45)
29000,Missouri,36,Real GDP by state: Transportation and warehousing (48-49)
29000,Missouri,45,Real GDP by state: Information (51)
29000,Missouri,51,Real GDP by state: Finance and insurance (52)
29000,Missouri,56,Real GDP by state: Real estate and rental and leasing (53)
29000,Missouri,6,"Real GDP by state: Mining, quarrying, and oil and gas extraction (21)"
29000,Missouri,60,"Real GDP by state: Professional, scientific, and technical services (54)"
29000,Missouri,64,Real GDP by state: Management of companies and enterprises (55)
29000,Missouri,65,Real GDP by state: Administrative and support and waste management and remediation services (56)
29000,Missouri,69,Real GDP by state: Educational services (61)
29000,Missouri,70,Real GDP by state: Health care and social assistance (62)
29000,Missouri,76,"Real GDP by state: Arts, entertainment, and recreation (71)"
29000,Missouri,79,Real GDP by state: Accommodation and food services (72)
29000,Missouri,82,Real GDP by state: Other services (except government and government enterprises) (81)
29000,Missouri,83,Real GDP by state: Government and government enterprises (92)
29000,Missouri,84,Real GDP by state: Federal civilian
29000,Missouri,85,Real GDP by state: Military
29000,Missouri,86,Real GDP by state: State and local
30000,Montana,1,Real GDP by state: All industry total
30000,Montana,10,Real GDP by state: Utilities (22)
30000,Montana,11,Real GDP by state: Construction (23)
30000,Montana,12,Real GDP by state: Manufacturing (31-33)
30000,Montana,13,"Real GDP by state: Durable goods manufacturing (321,327-339)"
30000,Montana,2,Real GDP by state: Private industries
30000,Montana,25,"Real GDP by state: Nondurable goods manufacturing (311-316,322-326)"
30000,Montana,3,"Real GDP by state: Agriculture, forestry, fishing and hunting (11)"
30000,Montana,34,Real GDP by state: Wholesale trade (42)
30000,Montana,35,Real GDP by state: Retail trade (44-45)
30000,Montana,36,Real GDP by state: Transportation and warehousing (48-49)
30000,Montana,45,Real GDP by state: Information (51)
30000,Montana,51,Real GDP by state: Finance and insurance (52)
30000,Montana,56,Real GDP by state: Real estate and rental and leasing (53)
30000,Montana,6,"Real GDP by state: Mining, quarrying, and oil and gas extraction (21)"
30000,Montana,60,"Real GDP by state: Professional, scientific, and technical services (54)"
30000,Montana,64,Real GDP by state: Management of companies and enterprises (55)
30000,Montana,65,Real GDP by state: Administrative and support and waste management and remediation services (56)
30000,Montana,69,Real GDP by state: Educational services (61)
30000,Montana,70,Real GDP by state: Health care and social assistance (62)
30000,Montana,76,"Real GDP by state: Arts, entertainment, and recreation (71)"
30000,Montana,79,Real GDP by state: Accommodation and food services (72)
30000,Montana,82,Real GDP by state: Other services (except government and government enterprises) (81)
30000,Montana,83,Real GDP by state: Government and government enterprises (92)
30000,Montana,84,Real GDP by state: Federal civilian
30000,Montana,85,Real GDP by state: Military
30000,Montana,86,Real GDP by state: State and local
31000,Nebraska,1,Real GDP by state: All industry total
31000,Nebraska,10,Real GDP by state: Utilities (22)
31000,Nebraska,11,Real GDP by state: Construction (23)
31000,Nebraska,12,Real GDP by state: Manufacturing (31-33)
31000,Nebraska,13,"Real GDP by state: Durable goods manufacturing (321,327-339)"
31000,Nebraska,2,Real GDP by state: Private industries
31000,Nebraska,25,"Real GDP by state: Nondurable goods manufacturing (311-316,322-326)"
31000,Nebraska,3,"Real GDP by state: Agriculture, forestry, fishing and hunting (11)"
31000,Nebraska,34,Real GDP by state: Wholesale trade (42)
31000,Nebraska,35,Real GDP by state: Retail trade (44-45)
31000,Nebraska,36,Real GDP by state: Transportation and warehousing (48-49)
31000,Nebraska,45,Real GDP by state: Information (51)
31000,Nebraska,51,Real GDP by state: Finance and insurance (52)
31000,Nebraska,56,Real GDP by state: Real estate and rental and leasing (53)
31000,Nebraska,6,"Real GDP by state: Mining, quarrying, and oil and gas extraction (21)"
31000,Nebraska,60,"Real GDP by state: Professional, scientific, and technical services (54)"
31000,Nebraska,64,Real GDP by state: Management of companies and enterprises (55)
31000,Nebraska,65,Real GDP by state: Administrative and support and waste management and remediation services (56)
31000,Nebraska,69,Real GDP by state: Educational services (61)
31000,Nebraska,70,Real GDP by state: Health care and social assistance (62)
31000,Nebraska,76,"Real GDP by state: Arts, entertainment, and recreation (71)"
31000,Nebraska,79,Real GDP by state: Accommodation and food services (72)
31000,Nebraska,82,Real GDP by state: Other services (except government and government enterprises) (81)
31000,Nebraska,83,Real GDP by state: Government and government enterprises (92)
31000,Nebraska,84,Real GDP by state: Federal civilian
31000,Nebraska,85,Real GDP by state: Military
31000,Nebraska,86,Real GDP by state: State and local
32000,Nevada,1,Real GDP by state: All industry total
32000,Nevada,10,Real GDP by state: Utilities (22)
32000,Nevada,11,Real GDP by state: Construction (23)
32000,Nevada,12,Real GDP by state: Manufacturing (31-33)
32000,Nevada,13,"Real GDP by state: Durable goods manufacturing (321,327-339)"
32000,Nevada,2,Real GDP by state: Private industries
32000,Nevada,25,"Real GDP by state: Nondurable goods manufacturing (311-316,322-326)"
32000,Nevada,3,"Real GDP by state: Agriculture, forestry, fishing and hunting (11)"
32000,Nevada,34,Real GDP by state: Wholesale trade (42)
32000,Nevada,35,Real GDP by state: Retail trade (44-45)
32000,Nevada,36,Real GDP by state: Transportation and warehousing (48-49)
32000,Nevada,45,Real GDP by state: Information (51)
32000,Nevada,51,Real GDP by state: Finance and insurance (52)
32000,Nevada,56,Real GDP by state: Real estate and rental and leasing (53)
32000,Nevada,6,"Real GDP by state: Mining, quarrying, and oil and gas extraction (21)"
32000,Nevada,60,"Real GDP by state: Professional, scientific, and technical services (54)"
32000,Nevada,64,Real GDP by state: Management of companies and enterprises (55)
32000,Nevada,65,Real GDP by state: Administrative and support and waste management and remediation services (56)
32000,Nevada,69,Real GDP by state: Educational services (61)
32000,Nevada,70,Real GDP by state: Health care and social assistance (62)
32000,Nevada,76,"Real GDP by state: Arts, entertainment, and recreation (71)"
32000,Nevada,79,Real GDP by state: Accommodation and food services (72)
32000,Nevada,82,Real GDP by state: Other services (except government and government enterprises) (81)
32000,Nevada,83,Real GDP by state: Government and government enterprises (92)
32000,Nevada,84,Real GDP by state: Federal civilian
32000,Nevada,85,Real GDP by state: Military
32000,Nevada,86,Real GDP by state: State and local
33000,New Hampshire,1,Real GDP by state: All industry total
33000,New Hampshire,10,Real GDP by state: Utilities (22)
33000,New Hampshire,11,Real GDP by state: Construction (23)
33000,New Hampshire,12,Real GDP by state: Manufacturing (31-33)
33000,New Hampshire,13,"Real GDP by state: Durable goods manufacturing (321,327-339)"
33000,New Hampshire,2,Real GDP by state: Private industries
33000,New Hampshire,25,"Real GDP by state: Nondurable goods manufacturing (311-316,322-326)"
33000,New Hampshire,3,"Real GDP by state: Agriculture, forestry, fishing and hunting (11)"
33000,New Hampshire,34,Real GDP by state: Wholesale trade (42)
33000,New Hampshire,35,Real GDP by state: Retail trade (44-45)
33000,New Hampshire,36,Real GDP by state: Transportation and warehousing (48-49)
33000,New Hampshire,45,Real GDP by state: Information (51)
33000,New Hampshire,51,Real GDP by state: Finance and insurance (52)
33000,New Hampshire,56,Real GDP by state: Real estate and rental and leasing (53)
33000,New Hampshire,6,"Real GDP by state: Mining, quarrying, and oil and gas extraction (21)"
33000,New Hampshire,60,"Real GDP by state: Professional, scientific, and technical services (54)"
33000,New Hampshire,64,Real GDP by state: Management of companies and enterprises (55)
33000,New Hampshire,65,Real GDP by state: Administrative and support and waste management and remediation services (56)
33000,New Hampshire,69,Real GDP by state: Educational services (61)
33000,New Hampshire,70,Real GDP by state: Health care and social assistance (62)
33000,New Hampshire,76,"Real GDP by state: Arts, entertainment, and recreation (71)"
33000,New Hampshire,79,Real GDP by state: Accommodation and food services (72)
33000,New Hampshire,82,Real GDP by state: Other services (except government and government enterprises) (81)
33000,New Hampshire,83,Real GDP by state: Government and government enterprises (92)
33000,New Hampshire,84,Real GDP by state: Federal civilian
33000,New Hampshire,85,Real GDP by state: Military
33000,New Hampshire,86,Real GDP by state: State and local
34000,New Jersey,1,Real GDP by state: All industry total
34000,New Jersey,10,Real GDP by state: Utilities (22)
34000,New Jersey,11,Real GDP by state: Construction (23)
34000,New Jersey,12,Real GDP by state: Manufacturing (31-33)
34000,New Jersey,13,"Real GDP by state: Durable goods manufacturing (321,327-339)"
34000,New Jersey,2,Real GDP by state: Private industries
34000,New Jersey,25,"Real GDP by state: Nondurable goods manufacturing (311-316,322-326)"
34000,New Jersey,3,"Real GDP by state: Agriculture, forestry, fishing and hunting (11)"
34000,New Jersey,34,Real GDP by state: Wholesale trade (42)
34000,New Jersey,35,Real GDP by state: Retail trade (44-45)
34000,New Jersey,36,Real GDP by state: Transportation and warehousing (48-49)
34000,New Jersey,45,Real GDP by state: Information (51)
34000,New Jersey,51,Real GDP by state: Finance and insurance (52)
34000,New Jersey,56,Real GDP by state: Real estate and rental and leasing (53)
34000,New Jersey,6,"Real GDP by state: Mining, quarrying, and oil and gas extraction (21)"
34000,New Jersey,60,"Real GDP by state: Professional, scientific, and technical services (54)"
34000,New Jersey,64,Real GDP by state: Management of companies and enterprises (55)
34000,New Jersey,65,Real GDP by state: Administrative and support and waste management and remediation services (56)
34000,New Jersey,69,Real GDP by state: Educational services (61)
34000,New Jersey,70,Real GDP by state: Health care and social assistance (62)
34000,New Jersey,76,"Real GDP by state: Arts, entertainment, and recreation (71)"
34000,New Jersey,79,Real GDP by state: Accommodation and food services (72)
34000,New Jersey,82,Real GDP by state: Other services (except government and government enterprises) (81)
34000,New Jersey,83,Real GDP by state: Government and government enterprises (92)
34000,New Jersey,84,Real GDP by state: Federal civilian
34000,New Jersey,85,Real GDP by state: Military
34000,New Jersey,86,Real GDP by state: State and local
35000,New Mexico,1,Real GDP by state: All industry total
35000,New Mexico,10,Real GDP by state: Utilities (22)
35000,New Mexico,11,Real GDP by state: Construction (23)
35000,New Mexico,12,Real GDP by state: Manufacturing (31-33)
35000,New Mexico,13,"Real GDP by state: Durable goods manufacturing (321,327-339)"
35000,New Mexico,2,Real GDP by state: Private industries
35000,New Mexico,25,"Real GDP by state: Nondurable goods manufacturing (311-316,322-326)"
35000,New Mexico,3,"Real GDP by state: Agriculture, forestry, fishing and hunting (11)"
35000,New Mexico,34,Real GDP by state: Wholesale trade (42)
35000,New Mexico,35,Real GDP by state: Retail trade (44-45)
35000,New Mexico,36,Real GDP by state: Transportation and warehousing (48-49)
35000,New Mexico,45,Real GDP by state: Information (51)
35000,New Mexico,51,Real GDP by state: Finance and insurance (52)
35000,New Mexico,56,Real GDP by state: Real estate and rental and leasing (53)
35000,New Mexico,6,"Real GDP by state: Mining, quarrying, and oil and gas extraction (21)"
35000,New Mexico,60,"Real GDP by state: Professional, scientific, and technical services (54)"
35000,New Mexico,64,Real GDP by state: Management of companies and enterprises (55)
35000,New Mexico,65,Real GDP by state: Administrative and support and waste management and remediation services (56)
35000,New Mexico,69,Real GDP by state: Educational services (61)
35000,New Mexico,70,Real GDP by state: Health care and social assistance (62)
35000,New Mexico,76,"Real GDP by state: Arts, entertainment, and recreation (71)"
35000,New Mexico,79,Real GDP by state: Accommodation and food services (72)
35000,New Mexico,82,Real GDP by state: Other services (except government and government enterprises) (81)
35000,New Mexico,83,Real GDP by state: Government and government enterprises (92)
35000,New Mexico,84,Real GDP by state: Federal civilian
35000,New Mexico,85,Real GDP by state: Military
35000,New Mexico,86,Real GDP by state: State and local
36000,New York,1,Real GDP by state: All industry total
36000,New York,10,Real GDP by state: Utilities (22)
36000,New York,11,Real GDP by state: Construction (23)
36000,New York,12,Real GDP by state: Manufacturing (31-33)
36000,New York,13,"Real GDP by state: Durable goods manufacturing (321,327-339)"
36000,New York,2,Real GDP by state: Private industries
36000,New York,25,"Real GDP by state: Nondurable goods manufacturing (311-316,322-326)"
36000,New York,3,"Real GDP by state: Agriculture, forestry, fishing and hunting (11)"
36000,New York,34,Real GDP by state: Wholesale trade (42)
36000,New York,35,Real GDP by state: Retail trade (44-45)
36000,New York,36,Real GDP by state: Transportation and warehousing (48-49)
